Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)"
02/02/2022,Alaska,2020,19,2020/5/9,89,77,,20,,,,,,0,0,13,,,0
02/02/2022,Alaska,2020,20,2020/5/16,84,68,0,18,,0,,,0,,,20,,0,0
02/02/2022,Alaska,2020,21,2020/5/23,82,68,0,19,,,0,,0,0,0,17,,0,0
02/02/2022,Alaska,2020,22,2020/5/30,97,82,,23,,,0,,0,,,18,,0,0
02/02/2022,Alaska,2020,23,2020/6/6,79,66,0,16,,,,,,0,,19,,0,0
02/02/2022,Alaska,2020,24,2020/6/13,88,71,,19,,,,,,0,0,16,,,
02/02/2022,Alaska,2020,25,2020/6/20,92,74,0,28,0,,,,0,,,15,,0,0
02/02/2022,Alaska,2020,26,2020/6/27,90,67,0,16,,,,,,0,,15,,0,0
02/02/2022,Alaska,2020,27,2020/7/4,84,64,,16,,,0,,0,,,17,,,
02/02/2022,Alaska,2020,28,2020/7/11,101,83,,20,,,0,,0,,,19,,,
02/02/2022,Alaska,2020,29,2020/7/18,89,72,0,20,,,0,,0,,,12,,,
02/02/2022,Alaska,2020,30,2020/7/25,93,76,0,20,,,,,0,,,19,,,
02/02/2022,Alaska,2020,31,2020/8/1,114,83,0,17,,,0,,,,0,18,,,
02/02/2022,Alaska,2020,32,2020/8/8,101,86,,15,,,0,,0,,,20,,,
02/02/2022,Alaska,2020,33,2020/8/15,74,66,0,15,,,0,,0,,,17,,,
02/02/2022,Alaska,2020,34,2020/8/22,116,101,,25,,,,,0,0,,27,,,
02/02/2022,Alaska,2020,35,2020/8/29,93,75,,23,,,0,,0,0,,11,,,
02/02/2022,Alaska,2020,36,2020/9/5,105,89,,20,,,,,,0,0,17,,,
02/02/2022,Alaska,2020,37,2020/9/12,87,72,,22,,,0,,0,,,12,,,
02/02/2022,Alaska,2020,38,2020/9/19,104,79,,16,,,0,,,,,10,11,,
02/02/2022,Alaska,2020,39,2020/9/26,114,96,,18,,,0,,,,,18,,,
02/02/2022,Alaska,2020,40,2020/10/3,78,64,0,,,,0,,,0,,19,,,
02/02/2022,Alaska,2020,41,2020/10/10,117,97,,20,,,,,,,,26,,,
02/02/2022,Alaska,2020,42,2020/10/17,101,91,,25,,,0,,,,0,14,,10,
02/02/2022,Alaska,2020,43,2020/10/24,102,89,0,17,,,,,0,,,27,,,
02/02/2022,Alaska,2020,44,2020/10/31,107,94,0,30,,,,,0,,,13,,10,
02/02/2022,Alaska,2020,45,2020/11/7,114,91,0,22,,,,,0,,0,19,,,
02/02/2022,Alaska,2020,46,2020/11/14,114,99,0,21,,,,,0,,,18,,16,15
02/02/2022,Alaska,2020,47,2020/11/21,122,108,0,22,,,0,,0,,,18,,15,13
02/02/2022,Alaska,2020,48,2020/11/28,114,107,,20,,,0,,,,,18,,21,16
02/02/2022,Alaska,2020,49,2020/12/5,118,102,,17,,,,,0,,0,,,31,29
02/02/2022,Alaska,2020,50,2020/12/12,135,118,0,24,,,,,0,0,,26,,24,22
02/02/2022,Alaska,2020,51,2020/12/19,99,91,,19,,,,0,0,,0,16,,20,19
02/02/2022,Alaska,2020,52,2020/12/26,115,100,,17,,,,0,,,0,24,,24,19
02/02/2022,Alaska,2020,53,2021/1/2,105,89,,17,,,0,,,0,,11,,10,10
02/02/2022,Alaska,2021,1,2021/1/9,113,97,,16,,,,,,,,25,,13,12
02/02/2022,Alaska,2021,2,2021/1/16,130,118,,26,,,,,,,,27,,,
02/02/2022,Alaska,2021,3,2021/1/23,97,85,,25,,,0,,,0,0,16,,,
02/02/2022,Alaska,2021,4,2021/1/30,92,79,,18,,,0,,0,0,,15,,,
02/02/2022,Alaska,2021,5,2021/2/6,87,76,,21,,,0,,,,,10,,,
02/02/2022,Alaska,2021,6,2021/2/13,93,76,,18,0,,0,,,,0,18,,,
02/02/2022,Alaska,2021,7,2021/2/20,88,77,,,,,0,,,,0,19,,,
02/02/2022,Alaska,2021,8,2021/2/27,95,82,,14,,,,,,,,19,,,
02/02/2022,Alaska,2021,9,2021/3/6,98,86,,16,,0,,,,,,20,,,
02/02/2022,Alaska,2021,10,2021/3/13,86,72,,16,,0,,,,,,16,,,
02/02/2022,Alaska,2021,11,2021/3/20,101,82,0,22,,,0,,,0,0,17,,,
02/02/2022,Alaska,2021,12,2021/3/27,94,76,,15,,,,,,,0,19,,,
02/02/2022,Alaska,2021,13,2021/4/3,89,75,0,22,,,0,,,,,17,,,
02/02/2022,Alaska,2021,14,2021/4/10,101,81,0,17,,,0,,0,,,17,,,
02/02/2022,Alaska,2021,15,2021/4/17,95,86,0,22,,0,,11,,,,17,,,
02/02/2022,Alaska,2021,16,2021/4/24,84,69,,25,,,0,,,,,10,,,
02/02/2022,Alaska,2021,17,2021/5/1,113,92,0,26,,,,,0,,,18,,,
02/02/2022,Alaska,2021,18,2021/5/8,90,75,,13,,,0,,,,,18,,13,12
02/02/2022,Alaska,2021,19,2021/5/15,99,83,0,17,,0,0,,0,,,20,,10,
02/02/2022,Alaska,2021,20,2021/5/22,96,78,0,20,,,0,,0,,,13,,,
02/02/2022,Alaska,2021,21,2021/5/29,110,88,,22,,,,,,,0,20,,,
02/02/2022,Alaska,2021,22,2021/6/5,82,65,,12,,,0,,,,,17,,,
02/02/2022,Alaska,2021,23,2021/6/12,90,76,,21,,,,,0,,,18,,,
02/02/2022,Alaska,2021,24,2021/6/19,109,90,0,23,,,0,,,,,18,,,
02/02/2022,Alaska,2021,25,2021/6/26,88,77,0,20,,0,0,,,0,,14,,,
02/02/2022,Alaska,2021,26,2021/7/3,105,92,,19,,,,,,,,22,,,
02/02/2022,Alaska,2021,27,2021/7/10,98,80,,20,,,,,0,0,,24,,,
02/02/2022,Alaska,2021,28,2021/7/17,107,87,,18,,,,,,,,19,,0,0
02/02/2022,Alaska,2021,29,2021/7/24,100,83,,15,,,,,0,,,13,,,
02/02/2022,Alaska,2021,30,2021/7/31,115,93,,16,,,0,,,,,17,,16,15
02/02/2022,Alaska,2021,31,2021/8/7,144,115,,22,,,0,,,,,18,,26,24
02/02/2022,Alaska,2021,32,2021/8/14,115,99,,20,,0,,,,,,20,,22,22
02/02/2022,Alaska,2021,33,2021/8/21,150,125,0,26,,,0,,,,,30,,23,22
02/02/2022,Alaska,2021,34,2021/8/28,134,109,,23,,,,,0,0,,23,,22,17
02/02/2022,Alaska,2021,35,2021/9/4,130,119,,22,,,0,10,,,0,18,,36,33
02/02/2022,Alaska,2021,36,2021/9/11,129,113,,13,,,,,,,,20,,31,26
02/02/2022,Alaska,2021,37,2021/9/18,144,126,0,26,,,0,,,,0,22,,41,37
02/02/2022,Alaska,2021,38,2021/9/25,151,134,,24,,,,,0,0,,23,,54,49
02/02/2022,Alaska,2021,39,2021/10/2,171,153,,28,,,0,,,,,16,,55,48
02/02/2022,Alaska,2021,40,2021/10/9,148,131,,18,,,0,,,0,0,19,,42,40
02/02/2022,Alaska,2021,41,2021/10/16,157,138,,17,,0,,,0,,,21,,43,41
02/02/2022,Alaska,2021,42,2021/10/23,170,148,0,23,,,0,,,,,16,,48,42
02/02/2022,Alaska,2021,43,2021/10/30,162,148,,21,,0,,,,,,20,,58,54
02/02/2022,Alaska,2021,44,2021/11/6,141,121,,22,,0,,11,,,,20,,35,29
02/02/2022,Alaska,2021,45,2021/11/13,106,97,,15,,,0,,0,0,,20,,23,21
02/02/2022,Alaska,2021,46,2021/11/20,111,106,,20,,,,,0,,,18,,23,20
02/02/2022,Alaska,2021,47,2021/11/27,129,118,0,23,,,,,,,,17,,28,27
02/02/2022,Alaska,2021,48,2021/12/4,117,107,,22,,,,,,0,,24,,14,13
02/02/2022,Alaska,2021,49,2021/12/11,112,104,,28,,,,,,,,14,,16,14
02/02/2022,Alaska,2021,50,2021/12/18,80,78,,15,,,,,,,0,,,,
02/02/2022,Alaska,2021,51,2021/12/25,74,70,,19,,,,,0,0,0,16,,,
02/02/2022,Alaska,2021,52,2022/1/1,64,61,0,13,,,,,0,0,,10,,,
02/02/2022,Alaska,2022,1,2022/1/8,42,41,,11,,,0,,0,0,,,,,
02/02/2022,Alaska,2022,2,2022/1/15,37,34,0,12,0,,0,0,,0,,,0,,
02/02/2022,Alaska,2022,3,2022/1/22,24,24,0,,0,0,,0,0,0,,,,,
02/02/2022,Arizona,2020,1,2020/1/4,1301,1182,,248,47,66,30,90,17,11,17,314,55,0,0
02/02/2022,Arizona,2020,2,2020/1/11,1391,1249,,277,57,67,26,85,20,19,21,299,64,0,0
02/02/2022,Arizona,2020,3,2020/1/18,1315,1175,,265,45,65,31,75,30,20,14,275,66,0,0
02/02/2022,Arizona,2020,4,2020/1/25,1275,1156,10,241,54,58,36,77,25,20,19,282,58,0,0
02/02/2022,Arizona,2020,5,2020/2/1,1265,1131,,265,49,55,34,75,19,17,16,287,64,0,0
02/02/2022,Arizona,2020,6,2020/2/8,1264,1137,,238,52,66,30,78,17,12,24,279,63,0,0
02/02/2022,Arizona,2020,7,2020/2/15,1314,1191,,248,53,66,33,88,18,10,19,297,71,0,0
02/02/2022,Arizona,2020,8,2020/2/22,1342,1184,,261,37,60,31,83,16,17,20,289,65,0,0
02/02/2022,Arizona,2020,9,2020/2/29,1353,1197,,256,53,64,33,84,27,14,26,273,71,0,0
02/02/2022,Arizona,2020,10,2020/3/7,1380,1235,12,256,44,67,29,79,30,16,23,312,73,0,0
02/02/2022,Arizona,2020,11,2020/3/14,1349,1200,,255,46,64,32,102,27,17,22,295,72,,0
02/02/2022,Arizona,2020,12,2020/3/21,1290,1157,,262,44,63,36,79,30,13,17,259,65,,
02/02/2022,Arizona,2020,13,2020/3/28,1324,1215,,262,52,66,37,81,20,20,19,277,61,31,29
02/02/2022,Arizona,2020,14,2020/4/4,1357,1234,,258,41,66,25,79,26,15,18,256,57,58,55
02/02/2022,Arizona,2020,15,2020/4/11,1403,1261,11,243,58,57,26,84,28,17,15,255,69,91,88
02/02/2022,Arizona,2020,16,2020/4/18,1316,1192,10,255,38,70,22,74,13,21,12,248,48,96,87
02/02/2022,Arizona,2020,17,2020/4/25,1384,1280,,266,39,76,18,64,24,15,19,283,63,106,99
02/02/2022,Arizona,2020,18,2020/5/2,1404,1268,,240,57,57,24,75,14,17,17,318,75,106,96
02/02/2022,Arizona,2020,19,2020/5/9,1427,1286,10,253,47,60,16,77,21,11,32,284,60,126,121
02/02/2022,Arizona,2020,20,2020/5/16,1306,1156,,233,40,65,17,65,23,21,18,227,53,118,111
02/02/2022,Arizona,2020,21,2020/5/23,1289,1140,10,238,54,79,15,59,22,12,11,233,67,99,90
02/02/2022,Arizona,2020,22,2020/5/30,1310,1170,,244,47,43,17,74,22,19,19,249,60,116,101
02/02/2022,Arizona,2020,23,2020/6/6,1399,1213,,253,39,64,16,62,14,12,11,270,60,132,127
02/02/2022,Arizona,2020,24,2020/6/13,1463,1295,10,247,47,66,13,73,26,12,17,280,55,173,154
02/02/2022,Arizona,2020,25,2020/6/20,1550,1389,13,263,56,71,12,82,29,13,18,262,64,207,193
02/02/2022,Arizona,2020,26,2020/6/27,1617,1461,12,261,45,71,16,68,26,24,21,289,62,258,239
02/02/2022,Arizona,2020,27,2020/7/4,1774,1611,,247,58,78,21,70,25,13,20,294,66,388,359
02/02/2022,Arizona,2020,28,2020/7/11,1954,1776,12,250,68,76,34,81,39,13,27,313,62,508,479
02/02/2022,Arizona,2020,29,2020/7/18,1995,1740,,237,47,78,29,69,27,17,22,318,58,548,509
02/02/2022,Arizona,2020,30,2020/7/25,1863,1669,,263,52,85,16,61,21,11,29,292,58,477,450
02/02/2022,Arizona,2020,31,2020/8/1,1791,1568,13,246,58,63,29,75,20,13,24,281,65,390,362
02/02/2022,Arizona,2020,32,2020/8/8,1586,1388,,240,44,51,17,65,14,20,23,268,62,305,279
02/02/2022,Arizona,2020,33,2020/8/15,1526,1360,,242,56,61,20,56,21,11,29,242,55,249,232
02/02/2022,Arizona,2020,34,2020/8/22,1505,1299,,259,49,62,14,74,19,,26,272,59,174,155
02/02/2022,Arizona,2020,35,2020/8/29,1467,1271,,266,69,64,12,60,21,14,29,269,72,129,113
02/02/2022,Arizona,2020,36,2020/9/5,1296,1128,,229,43,54,12,52,20,20,23,272,40,96,80
02/02/2022,Arizona,2020,37,2020/9/12,1282,1122,10,243,42,45,14,55,26,15,19,259,58,61,56
02/02/2022,Arizona,2020,38,2020/9/19,1259,1124,,238,43,54,14,57,,13,19,270,62,66,55
02/02/2022,Arizona,2020,39,2020/9/26,1285,1152,11,241,51,61,11,65,16,10,19,239,63,56,44
02/02/2022,Arizona,2020,40,2020/10/3,1202,1047,,213,28,48,18,61,10,15,27,268,56,35,30
02/02/2022,Arizona,2020,41,2020/10/10,1241,1098,,230,45,60,,58,22,18,12,225,56,53,47
02/02/2022,Arizona,2020,42,2020/10/17,1236,1094,19,221,40,43,12,61,21,18,19,261,67,47,39
02/02/2022,Arizona,2020,43,2020/10/24,1282,1139,,247,45,52,18,58,17,16,20,254,65,63,57
02/02/2022,Arizona,2020,44,2020/10/31,1312,1161,,233,40,48,12,66,20,11,18,261,60,82,71
02/02/2022,Arizona,2020,45,2020/11/7,1399,1247,,243,45,61,12,63,16,12,23,290,56,125,102
02/02/2022,Arizona,2020,46,2020/11/14,1252,1141,,225,39,61,14,54,13,11,11,255,48,124,113
02/02/2022,Arizona,2020,47,2020/11/21,1525,1386,12,250,47,65,18,70,15,11,23,302,66,203,182
02/02/2022,Arizona,2020,48,2020/11/28,1531,1399,,230,45,48,16,51,23,10,16,270,55,307,286
02/02/2022,Arizona,2020,49,2020/12/5,1696,1574,10,223,76,51,19,68,23,10,19,285,61,416,387
02/02/2022,Arizona,2020,50,2020/12/12,2004,1863,,247,65,78,27,84,26,14,24,309,77,574,526
02/02/2022,Arizona,2020,51,2020/12/19,2098,1967,,248,56,64,34,75,22,21,20,303,72,734,682
02/02/2022,Arizona,2020,52,2020/12/26,2205,2070,,264,50,76,26,91,26,17,32,319,78,765,708
02/02/2022,Arizona,2020,53,2021/1/2,2302,2147,12,241,67,62,26,82,30,15,25,340,59,883,817
02/02/2022,Arizona,2021,1,2021/1/9,2428,2266,10,263,78,79,22,79,35,20,21,352,54,941,890
02/02/2022,Arizona,2021,2,2021/1/16,2471,2307,14,265,58,68,25,71,30,28,23,339,79,996,939
02/02/2022,Arizona,2021,3,2021/1/23,2408,2253,13,251,54,72,30,75,24,19,25,329,84,961,895
02/02/2022,Arizona,2021,4,2021/1/30,2085,1954,,249,58,56,27,67,24,14,21,325,54,776,717
02/02/2022,Arizona,2021,5,2021/2/6,1999,1828,10,239,47,46,17,76,29,14,21,304,72,659,611
02/02/2022,Arizona,2021,6,2021/2/13,1743,1598,15,234,40,60,20,62,27,18,16,291,61,505,456
02/02/2022,Arizona,2021,7,2021/2/20,1555,1422,,246,47,42,17,71,17,19,15,263,55,338,306
02/02/2022,Arizona,2021,8,2021/2/27,1520,1379,10,253,45,53,12,61,19,17,18,279,47,237,212
02/02/2022,Arizona,2021,9,2021/3/6,1497,1357,13,248,44,50,17,81,12,24,17,301,65,184,158
02/02/2022,Arizona,2021,10,2021/3/13,1416,1277,11,239,54,44,15,66,16,14,20,304,82,129,103
02/02/2022,Arizona,2021,11,2021/3/20,1394,1245,,268,62,56,14,70,15,22,19,278,65,121,94
02/02/2022,Arizona,2021,12,2021/3/27,1289,1145,11,236,47,55,10,65,22,,15,264,63,75,62
02/02/2022,Arizona,2021,13,2021/4/3,1348,1181,12,253,47,55,,55,27,19,,285,74,56,48
02/02/2022,Arizona,2021,14,2021/4/10,1276,1124,11,247,36,53,18,68,16,17,13,256,55,64,53
02/02/2022,Arizona,2021,15,2021/4/17,1320,1166,,283,49,36,16,64,11,16,16,260,76,57,46
02/02/2022,Arizona,2021,16,2021/4/24,1256,1113,,259,52,43,20,52,27,20,15,234,56,43,38
02/02/2022,Arizona,2021,17,2021/5/1,1280,1121,10,228,54,57,13,70,17,16,,267,52,54,47
02/02/2022,Arizona,2021,18,2021/5/8,1416,1235,,270,44,51,10,76,19,26,14,283,57,63,56
02/02/2022,Arizona,2021,19,2021/5/15,1327,1157,,237,38,55,11,52,19,10,12,291,56,57,48
02/02/2022,Arizona,2021,20,2021/5/22,1256,1115,,232,39,53,19,54,15,19,12,247,59,54,46
02/02/2022,Arizona,2021,21,2021/5/29,1255,1087,,231,36,43,22,66,19,12,12,261,49,49,37
02/02/2022,Arizona,2021,22,2021/6/5,1335,1134,11,233,47,41,11,76,26,11,18,234,57,40,34
02/02/2022,Arizona,2021,23,2021/6/12,1304,1112,,254,33,50,13,60,17,12,13,242,60,36,27
02/02/2022,Arizona,2021,24,2021/6/19,1359,1177,,234,55,50,15,65,23,16,18,281,61,44,33
02/02/2022,Arizona,2021,25,2021/6/26,1390,1184,,263,44,36,12,82,15,11,21,290,66,45,40
02/02/2022,Arizona,2021,26,2021/7/3,1330,1146,11,254,41,43,12,59,23,10,17,264,58,40,34
02/02/2022,Arizona,2021,27,2021/7/10,1301,1091,,248,37,43,12,62,22,,23,263,50,41,35
02/02/2022,Arizona,2021,28,2021/7/17,1364,1155,10,254,40,39,12,55,16,17,18,261,76,56,50
02/02/2022,Arizona,2021,29,2021/7/24,1260,1082,12,212,50,49,14,58,15,14,14,252,49,70,65
02/02/2022,Arizona,2021,30,2021/7/31,1304,1157,11,266,43,30,20,59,15,20,17,252,54,110,101
02/02/2022,Arizona,2021,31,2021/8/7,1507,1306,11,271,53,49,16,62,21,13,19,273,74,127,119
02/02/2022,Arizona,2021,32,2021/8/14,1469,1279,,269,45,39,17,67,19,14,22,252,65,162,147
02/02/2022,Arizona,2021,33,2021/8/21,1498,1332,,249,39,55,19,75,19,16,29,256,72,180,171
02/02/2022,Arizona,2021,34,2021/8/28,1595,1402,,248,41,54,13,64,21,16,28,287,66,213,202
02/02/2022,Arizona,2021,35,2021/9/4,1624,1450,16,232,60,70,18,80,23,16,27,279,61,273,252
02/02/2022,Arizona,2021,36,2021/9/11,1615,1417,,244,47,62,11,63,22,14,31,262,52,281,265
02/02/2022,Arizona,2021,37,2021/9/18,1618,1459,16,272,40,55,26,64,26,26,16,290,61,266,245
02/02/2022,Arizona,2021,38,2021/9/25,1576,1422,12,255,42,57,19,60,14,10,19,286,64,284,270
02/02/2022,Arizona,2021,39,2021/10/2,1614,1474,10,251,47,65,23,80,22,14,18,277,62,273,256
02/02/2022,Arizona,2021,40,2021/10/9,1543,1394,,267,59,46,20,72,14,,30,258,54,241,227
02/02/2022,Arizona,2021,41,2021/10/16,1528,1399,,227,51,56,16,72,21,20,20,268,61,258,238
02/02/2022,Arizona,2021,42,2021/10/23,1476,1314,,239,44,48,21,72,21,13,27,239,62,231,216
02/02/2022,Arizona,2021,43,2021/10/30,1593,1449,11,242,51,50,16,62,23,17,39,275,57,279,258
02/02/2022,Arizona,2021,44,2021/11/6,1571,1429,16,224,38,70,15,70,11,15,45,286,66,267,250
02/02/2022,Arizona,2021,45,2021/11/13,1698,1577,13,259,52,58,19,82,23,21,47,300,55,350,318
02/02/2022,Arizona,2021,46,2021/11/20,1764,1638,,230,50,53,28,76,24,27,67,313,86,374,337
02/02/2022,Arizona,2021,47,2021/11/27,1811,1683,,246,52,59,28,73,20,16,56,313,73,441,422
02/02/2022,Arizona,2021,48,2021/12/4,1839,1722,13,236,46,49,29,64,24,20,74,279,77,461,441
02/02/2022,Arizona,2021,49,2021/12/11,1954,1831,17,236,70,47,15,84,26,19,88,297,78,527,497
02/02/2022,Arizona,2021,50,2021/12/18,1841,1738,13,244,64,65,18,58,31,13,101,286,69,473,446
02/02/2022,Arizona,2021,51,2021/12/25,1949,1845,11,280,44,75,41,81,20,23,106,324,62,468,436
02/02/2022,Arizona,2021,52,2022/1/1,1802,1706,15,248,46,59,26,59,21,26,120,299,60,409,385
02/02/2022,Arizona,2022,1,2022/1/8,1815,1734,,238,59,57,31,83,25,27,131,294,57,388,364
02/02/2022,Arizona,2022,2,2022/1/15,1430,1386,,204,36,55,19,61,21,21,85,210,46,373,350
02/02/2022,Arizona,2022,3,2022/1/22,1134,1105,,115,31,45,16,67,15,14,95,186,47,295,271
02/02/2022,Arkansas,2020,1,2020/1/4,672,630,17,114,25,38,18,62,,,,174,34,0,0
02/02/2022,Arkansas,2020,2,2020/1/11,686,629,10,144,26,37,21,63,,13,,165,33,0,0
02/02/2022,Arkansas,2020,3,2020/1/18,658,610,11,123,24,33,20,44,,15,,167,23,0,0
02/02/2022,Arkansas,2020,4,2020/1/25,616,576,,131,19,28,17,55,14,,,161,23,0,0
02/02/2022,Arkansas,2020,5,2020/2/1,681,615,11,124,19,43,20,54,11,20,,151,24,0,0
02/02/2022,Arkansas,2020,6,2020/2/8,673,637,,136,16,47,21,60,,15,,170,27,0,0
02/02/2022,Arkansas,2020,7,2020/2/15,688,639,,121,26,33,20,56,12,11,,179,28,0,0
02/02/2022,Arkansas,2020,8,2020/2/22,697,650,14,134,27,53,20,49,10,15,,166,33,0,0
02/02/2022,Arkansas,2020,9,2020/2/29,656,618,15,139,33,29,,45,12,22,0,167,32,0,0
02/02/2022,Arkansas,2020,10,2020/3/7,697,631,11,134,19,45,24,64,10,14,,148,25,0,0
02/02/2022,Arkansas,2020,11,2020/3/14,628,572,13,116,24,28,13,46,,13,,149,41,0,0
02/02/2022,Arkansas,2020,12,2020/3/21,640,593,,120,18,29,23,50,13,14,,148,30,0,0
02/02/2022,Arkansas,2020,13,2020/3/28,641,591,,123,20,32,19,43,,21,,158,22,,
02/02/2022,Arkansas,2020,14,2020/4/4,606,561,,116,26,28,16,51,,12,0,146,20,11,11
02/02/2022,Arkansas,2020,15,2020/4/11,636,588,,113,21,28,19,54,,20,,147,29,14,12
02/02/2022,Arkansas,2020,16,2020/4/18,637,573,,117,11,38,10,38,,16,,163,29,12,11
02/02/2022,Arkansas,2020,17,2020/4/25,615,562,,116,16,35,15,42,,16,,129,34,14,12
02/02/2022,Arkansas,2020,18,2020/5/2,630,567,,110,24,29,10,48,12,18,,132,35,22,18
02/02/2022,Arkansas,2020,19,2020/5/9,661,616,,122,31,33,10,55,,17,,165,40,24,20
02/02/2022,Arkansas,2020,20,2020/5/16,583,533,,117,21,29,15,38,,15,,141,27,,
02/02/2022,Arkansas,2020,21,2020/5/23,642,586,,115,23,42,,51,11,10,,148,30,20,15
02/02/2022,Arkansas,2020,22,2020/5/30,610,555,,120,31,32,,37,,12,,154,24,19,14
02/02/2022,Arkansas,2020,23,2020/6/6,649,578,13,128,24,29,,40,,11,,164,23,26,18
02/02/2022,Arkansas,2020,24,2020/6/13,652,587,,116,23,29,11,40,,14,,166,35,34,33
02/02/2022,Arkansas,2020,25,2020/6/20,708,636,,108,31,34,,50,,23,,160,44,45,36
02/02/2022,Arkansas,2020,26,2020/6/27,663,598,,111,21,26,15,45,,11,,157,30,47,38
02/02/2022,Arkansas,2020,27,2020/7/4,687,622,12,134,26,26,,44,17,18,,155,19,41,36
02/02/2022,Arkansas,2020,28,2020/7/11,661,589,13,115,39,19,,45,,10,,143,34,47,42
02/02/2022,Arkansas,2020,29,2020/7/18,695,635,,120,24,29,12,41,,14,,177,29,57,53
02/02/2022,Arkansas,2020,30,2020/7/25,714,659,,125,19,30,10,33,12,,,171,38,74,67
02/02/2022,Arkansas,2020,31,2020/8/1,750,696,14,124,25,42,12,46,16,11,,180,31,88,77
02/02/2022,Arkansas,2020,32,2020/8/8,736,682,13,122,15,40,15,46,,11,,169,32,91,81
02/02/2022,Arkansas,2020,33,2020/8/15,766,706,11,117,28,35,15,41,10,12,,186,37,92,76
02/02/2022,Arkansas,2020,34,2020/8/22,750,687,14,119,35,29,11,36,,,,183,35,99,84
02/02/2022,Arkansas,2020,35,2020/8/29,739,686,10,129,21,28,,45,,12,,157,32,95,88
02/02/2022,Arkansas,2020,36,2020/9/5,713,648,,139,24,29,11,40,,,,152,34,88,81
02/02/2022,Arkansas,2020,37,2020/9/12,722,682,,136,25,24,11,44,,17,,168,31,105,87
02/02/2022,Arkansas,2020,38,2020/9/19,736,675,14,126,19,41,13,38,14,15,,175,32,81,65
02/02/2022,Arkansas,2020,39,2020/9/26,746,696,,126,32,27,15,42,,23,,183,24,94,81
02/02/2022,Arkansas,2020,40,2020/10/3,784,726,,138,30,36,10,44,,,,181,37,116,99
02/02/2022,Arkansas,2020,41,2020/10/10,785,730,,103,29,25,,55,14,16,,170,35,140,130
02/02/2022,Arkansas,2020,42,2020/10/17,778,726,18,108,35,35,14,41,,16,,153,28,147,126
02/02/2022,Arkansas,2020,43,2020/10/24,794,730,,120,27,48,,40,10,11,,146,26,148,124
02/02/2022,Arkansas,2020,44,2020/10/31,790,736,,118,28,27,14,36,,,,177,34,147,127
02/02/2022,Arkansas,2020,45,2020/11/7,845,793,12,144,32,49,10,55,,17,,158,34,150,130
02/02/2022,Arkansas,2020,46,2020/11/14,893,842,10,126,32,40,15,45,16,,,181,50,195,168
02/02/2022,Arkansas,2020,47,2020/11/21,876,817,,119,31,39,17,45,16,13,,161,30,198,167
02/02/2022,Arkansas,2020,48,2020/11/28,833,789,,127,24,36,10,36,10,10,,164,30,232,207
02/02/2022,Arkansas,2020,49,2020/12/5,944,899,12,121,27,31,,43,12,12,,211,33,266,244
02/02/2022,Arkansas,2020,50,2020/12/12,912,859,10,122,26,42,12,56,,14,10,181,35,222,207
02/02/2022,Arkansas,2020,51,2020/12/19,936,887,,113,30,42,14,41,,10,,183,45,260,241
02/02/2022,Arkansas,2020,52,2020/12/26,922,870,16,130,28,34,10,56,,14,,171,40,255,218
02/02/2022,Arkansas,2020,53,2021/1/2,967,910,14,120,28,45,16,50,12,14,,183,39,281,256
02/02/2022,Arkansas,2021,1,2021/1/9,963,911,22,127,37,38,18,56,,14,,173,30,263,246
02/02/2022,Arkansas,2021,2,2021/1/16,965,917,,110,36,41,10,51,,15,,177,34,305,269
02/02/2022,Arkansas,2021,3,2021/1/23,985,929,,143,31,47,14,50,11,19,,162,40,291,261
02/02/2022,Arkansas,2021,4,2021/1/30,873,823,,141,34,27,,51,,12,,161,39,222,189
02/02/2022,Arkansas,2021,5,2021/2/6,865,816,12,112,37,36,15,55,10,16,,176,39,172,147
02/02/2022,Arkansas,2021,6,2021/2/13,804,742,11,106,28,32,12,52,,15,,171,41,132,118
02/02/2022,Arkansas,2021,7,2021/2/20,773,713,15,122,31,36,15,47,,11,,164,39,100,86
02/02/2022,Arkansas,2021,8,2021/2/27,788,728,16,126,27,36,10,42,11,,,193,39,88,76
02/02/2022,Arkansas,2021,9,2021/3/6,742,676,,131,36,24,,46,,12,,146,34,74,62
02/02/2022,Arkansas,2021,10,2021/3/13,718,660,18,124,30,28,,42,,14,,179,44,53,42
02/02/2022,Arkansas,2021,11,2021/3/20,643,588,20,123,23,21,,41,,11,,148,27,41,37
02/02/2022,Arkansas,2021,12,2021/3/27,700,644,,118,30,32,,37,,11,,164,45,35,25
02/02/2022,Arkansas,2021,13,2021/4/3,601,547,11,115,27,25,,36,,12,,135,38,21,17
02/02/2022,Arkansas,2021,14,2021/4/10,692,625,14,121,32,18,,29,11,26,,177,34,27,21
